P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
AL20252340,Campos,Rojas,Ana Sofía,al20252340@universidad.edu.mx,ana.campos@outlook.com,9983618118,18/04/2025,Licenciatura en Derecho,LDE-04,2,Sí,1,Sí,Otra,Beca de colegiatura,8.7,NA,Con padres o tutores,3,"$5,001-$10,000",Madre,Sí,36,Sí,Apoyo gubernamental,Sí,"Beca Prospera, $1,400",1801,Sí,Solo internet,Posgrado,Primaria,No,Sí,Sí,Sí,Sí
AL20228678,Cedillo,Medina,Norma,al20228678@universidad.edu.mx,norma448@outlook.com,5584195500,11/06/2025,Licenciatura en Administración de Empresas,LAE-02,8,No,NA,Sí,Laboral,Beca de colegiatura,8.4,NA,Con otros familiares,6,"Menos de $5,000",Padre,No,NA,NA,Apoyo familiar,No,NA,1048,Sí,Solo computadora,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
AL20229501,Núñez,Figueroa,Rosa Elena,rosa.nunez@universidad.edu.mx,rosa.nunez@gmail.com,5698834306,15/06/2025,Licenciatura en Contaduría Pública,LCP-03,10,No,NA,No,NA,Beca de colegiatura,9.0,NA,Con padres o tutores,5,"Más de $25,000",El propio estudiante,Sí,39,Sí,Apoyo familiar,No,NA,1065,No,Sí a ambos,Primaria,Sin estudios,No,Sí,Sí,Sí,Sí
AL20242536,Villanueva,Zavala,Laura,laura.villanueva@universidad.edu.mx,laura578@gmail.com,2297900929,19/02/2025,Licenciatura en Psicología,LPS-05,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$15,001-$25,000",Otro familiar,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,1417,Sí,Sí a ambos,Sin estudios,Primaria,Sí,No,Sí,Sí,Sí
AL20227182,Fuentes,Galindo,Miguel Ángel,miguel.fuentes@universidad.edu.mx,miguelfuentes@outlook.com,5576371340,23/01/2025,Licenciatura en Psicología,LPS-05,10,No,NA,Sí,Académica,Beca de transporte,NA,16060,Con padres o tutores,3,"$15,001-$25,000",Otro familiar,Sí,8,Sí,Apoyo familiar,Sí,"Beca estatal DIF, $1,200",1629,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20237354,Estrada,Villanueva,José Eduardo,al20237354@universidad.edu.mx,jose474@hotmail.com,5599789204,27/05/2025,Licenciatura en Administración de Empresas,LAE-02,4,Sí,1,No,NA,Beca de transporte,NA,08000,Con pareja,8+,"$10,001-$15,000",Tutor,Sí,32,No,Apoyo gubernamental,Sí,"Jóvenes Escribiendo el Futuro, $2,575",1251,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20246814,Lara,Vargas,Adrián,adrian.lara@universidad.edu.mx,adrian678@gmail.com,4480128857,13/01/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,Sí,1,Sí,Personal/Familiar,Beca de colegiatura,8.2,NA,Con padres o tutores,4,"$10,001-$15,000",Padre,No,NA,NA,Apoyo familiar,No,NA,1947,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,No,Sí
AL20238393,Hernández,Díaz,Dulce María,dulce.hernandez@universidad.edu.mx,dulcehernandez@gmail.com,5630238361,05/02/2025,Licenciatura en Contaduría Pública,LCP-03,4,Sí,2,No,NA,Beca de transporte,NA,09030,Solo/a,4,"$10,001-$15,000",El propio estudiante,Sí,35,No,"Apoyo familiar, Ahorro",No,NA,1424,No,Solo internet,Primaria,Primaria,No,Sí,Sí,Sí,Sí
AL20252639,Pérez,Montes,Luis Ángel,al20252639@universidad.edu.mx,luis701@hotmail.com,8148026814,24/06/2025,Ingeniería en Sistemas Computacionales,ISC-01,1,Sí,3,Sí,Personal/Familiar,Beca de transporte,NA,13600,Con pareja,1,"$15,001-$25,000",Padre,Sí,35,Sí,"Apoyo familiar, Trabajo propio",No,NA,2377,No,Sí a ambos,Primaria,Licenciatura,No,No,Sí,Sí,Sí
AL20227545,Camacho,Rodríguez,Miguel Ángel,al20227545@universidad.edu.mx,miguel.camacho@gmail.com,3321106508,30/06/2025,Licenciatura en Administración de Empresas,LAE-02,8,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,6,"$5,001-$10,000",Padre,No,NA,NA,Trabajo propio,No,NA,1369,Sí,Solo internet,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20241388,Navarro,Rodríguez,Citlali,al20241388@universidad.edu.mx,citlali565@hotmail.com,8153719562,27/02/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,Sí,3,Sí,Personal/Familiar,Beca de transporte,NA,55220,Con padres o tutores,5,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,27,No,"Apoyo familiar, Trabajo propio",No,NA,2219,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20245076,Orozco,Cabrera,José Eduardo,al20245076@universidad.edu.mx,jose287@hotmail.com,8141456803,03/01/2025,Licenciatura en Derecho,LDE-04,4,No,NA,Sí,Económica,Beca de colegiatura,9.0,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,Sí,19,No,Trabajo propio,No,NA,0,Sí,Solo internet,Sin estudios,Secundaria,Sí,No,Sí,Sí,No
AL20242085,Cisneros,Álvarez,Sergio,al20242085@universidad.edu.mx,sergio.cisneros334@gmail.com,3335507999,17/05/2025,Ingeniería Industrial,IIN-06,4,No,NA,Sí,Económica,Beca de colegiatura,7.3,NA,Con padres o tutores,2,"$5,001-$10,000",Padre,No,NA,NA,Apoyo familiar,No,NA,645,No,Sí a ambos,Primaria,Licenciatura,No,Sí,Sí,No,Sí
AL20221307,Galindo,Guerrero,Rosa Elena,al20221307@universidad.edu.mx,rosa.galindo@outlook.com,9995336574,02/02/2025,Licenciatura en Derecho,LDE-04,6,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Tutor,Sí,27,Sí,"Apoyo familiar, Beca de otra institución",No,NA,927,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,No
AL20244827,Ríos,Rodríguez,Rocío,rocio.rios@universidad.edu.mx,rocio.rios13@gmail.com,4450059074,22/02/2025,Licenciatura en Psicología,LPS-05,4,No,NA,Sí,Otra,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Madre,No,NA,NA,Apoyo familiar,No,NA,254,Sí,Sí a ambos,Primaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20257839,Barrera,Serrano,Iván,al20257839@universidad.edu.mx,ivan_barrera@gmail.com,2277328258,20/03/2025,Licenciatura en Diseño Gráfico,LDG-08,3,Sí,1,No,NA,Beca de transporte,NA,13400,En residencia estudiantil,2,"Más de $25,000",El propio estudiante,Sí,28,Sí,Trabajo propio,Sí,"Apoyo de fundación privada, $3,500",2044,No,Sí a ambos,Preparatoria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20232664,Flores,Velázquez,Miguel Ángel,miguel.flores@universidad.edu.mx,miguel27@gmail.com,3348001460,16/02/2025,Licenciatura en Administración de Empresas,LAE-02,6,No,NA,Sí,Personal/Familiar,Beca de transporte,NA,53270,Con otros familiares,2,"$15,001-$25,000",Madre,No,NA,NA,"Trabajo propio, Ahorro",No,NA,1017,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20220620,Cedillo,Rangel,Alan,alan.cedillo@universidad.edu.mx,alan_cedillo@outlook.com,3313245423,04/05/2025,Ingeniería en Mecatrónica,IMC-09,6,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,6,"$5,001-$10,000",El propio estudiante,Sí,32,Sí,"Apoyo familiar, Ahorro",Sí,"Apoyo de fundación privada, $2,000",1024,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20225107,Pérez,Velázquez,Leonardo,al20225107@universidad.edu.mx,leonardoperez@gmail.com,2234021264,23/04/2025,Licenciatura en Contaduría Pública,LCP-03,8,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,4,"$10,001-$15,000",Padre,No,NA,NA,Apoyo familiar,Sí,"Jóvenes Escribiendo el Futuro, $2,575",625,Sí,Ninguno,Secundaria,Secundaria,No,Sí,Sí,Sí,Sí
AL20256882,Barrera,Ramírez,Laura,laura.barrera@universidad.edu.mx,laura.barrera@gmail.com,3339065124,02/02/2025,Licenciatura en Contaduría Pública,LCP-03,2,No,NA,No,NA,Beca de transporte,NA,56140,Con padres o tutores,4,"$5,001-$10,000",Madre,Sí,15,No,Apoyo familiar,Sí,"Beca municipal, $1,500",802,No,Sí a ambos,Primaria,Posgrado,No,Sí,Sí,Sí,Sí
AL20233062,Cardenas,Aguilar,Cecilia,al20233062@universidad.edu.mx,cecilia.cardenas@yahoo.com,6179683051,20/01/2025,Licenciatura en Psicología,LPS-05,6,No,NA,Sí,Económica,Beca de colegiatura,8.4,NA,Con padres o tutores,5,"$5,001-$10,000",Tutor,Sí,23,No,Trabajo propio,Sí,"Beca deportiva institucional, $2,500",777,Sí,Solo internet,Posgrado,Primaria,No,Sí,Sí,Sí,Sí
AL20221673,Alvarado,Carmona,José Eduardo,jose.alvarado@universidad.edu.mx,jose.alvarado@yahoo.com,5564032321,16/02/2025,Licenciatura en Enfermería,LEN-10,9,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$10,001-$15,000",Madre,Sí,26,Sí,Trabajo propio,No,NA,788,No,Sí a ambos,Preparatoria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20253155,Villarreal,Muñoz,Norma,norma.villarreal@universidad.edu.mx,norma_villarreal@hotmail.com,9946904020,28/01/2025,Ingeniería en Sistemas Computacionales,ISC-01,1,Sí,2,No,NA,Beca de colegiatura,8.1,NA,Con padres o tutores,5,"$5,001-$10,000",Madre,No,NA,NA,Trabajo propio,No,NA,415,Sí,Solo computadora,Sin estudios,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20246121,García,Solís,Emilio,al20246121@universidad.edu.mx,emiliogarcia@gmail.com,9976262107,25/04/2025,Licenciatura en Derecho,LDE-04,2,No,NA,Sí,Económica,Beca de colegiatura,8.4,NA,Con otros familiares,6,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,12,No,"Apoyo familiar, Beca de otra institución",No,NA,543,Sí,Solo computadora,Primaria,Sin estudios,Sí,No,No,Sí,Sí
AL20248227,Castillo,Ibarra,Patricia,al20248227@universidad.edu.mx,patriciacastillo@gmail.com,5612910551,06/02/2025,Ingeniería Industrial,IIN-06,5,Sí,1,Sí,Personal/Familiar,Beca de colegiatura,7.0,NA,Con padres o tutores,4,"Menos de $5,000",Madre,No,NA,NA,Apoyo familiar,No,NA,741,Sí,Sí a ambos,Secundaria,Preparatoria,No,No,Sí,Sí,Sí
AL20251668,Mejía,Cisneros,Carlos Alberto,al20251668@universidad.edu.mx,carlos.mejia171@gmail.com,6168109028,15/04/2025,Ingeniería en Sistemas Computacionales,ISC-01,1,No,NA,No,NA,Beca de colegiatura,7.8,NA,Con pareja,2,"$15,001-$25,000",Madre,Sí,6,No,"Apoyo familiar, Trabajo propio",No,NA,804,No,Sí a ambos,Sin estudios,Primaria,Sí,Sí,No,Sí,Sí
AL20242982,Ruiz,Fuentes,Mateo,al20242982@universidad.edu.mx,mateo.ruiz@gmail.com,5586386446,26/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,Sí,2,Sí,Laboral,Beca de colegiatura,8.4,NA,En residencia estudiantil,4,"Menos de $5,000",Madre,Sí,8,No,"Apoyo familiar, Apoyo gubernamental",Sí,"Beca Benito Juárez, $2,575",983,Sí,Ninguno,Preparatoria,Secundaria,No,Sí,Sí,Sí,Sí
AL20257850,Álvarez,Herrera,Tomás,al20257850@universidad.edu.mx,tomas889@gmail.com,5648010089,27/02/2025,Licenciatura en Mercadotecnia,LMK-07,3,Sí,1,Sí,Económica,Beca de transporte,NA,09820,Con otros familiares,6,"$10,001-$15,000",Madre,No,NA,NA,Apoyo familiar,No,NA,800,No,Ninguno,Secundaria,Secundaria,Sí,No,Sí,No,No
AL20247981,Muñoz,Jiménez,Diana,al20247981@universidad.edu.mx,diana.munoz@hotmail.com,6148209600,29/01/2025,Licenciatura en Contaduría Pública,LCP-03,2,Sí,1,No,NA,Beca de colegiatura,9.6,NA,Con padres o tutores,5,"Menos de $5,000",Padre,Sí,21,Sí,"Apoyo familiar, Trabajo propio",Sí,"Beca sindical, $1,800",97,Sí,Solo internet,Secundaria,Licenciatura,No,Sí,No,Sí,Sí
AL20252724,Téllez,Romero,Valentina,valentina.tellez@universidad.edu.mx,valentina.tellez@gmail.com,6117666171,13/05/2025,Licenciatura en Psicología,LPS-05,3,No,NA,No,NA,Beca de colegiatura,8.1,NA,Con otros familiares,4,"Menos de $5,000",Padre,Sí,23,Sí,"Apoyo familiar, Trabajo propio",No,NA,448,No,Ninguno,Preparatoria,Secundaria,No,Sí,Sí,Sí,No
AL20220160,Pérez,Núñez,Raquel,raquel.perez@universidad.edu.mx,perez.ra@yahoo.com,5511154845,19/02/2025,Licenciatura en Psicología,LPS-05,9,Sí,1,No,NA,Beca de transporte,NA,09240,Con padres o tutores,7,"$5,001-$10,000",El propio estudiante,Sí,27,Sí,"Trabajo propio, Apoyo gubernamental",No,NA,1397,No,Sí a ambos,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20243767,Gutiérrez,Campos,Antonio,al20243767@universidad.edu.mx,antonio.gutierrez@gmail.com,3335567497,18/02/2025,Licenciatura en Derecho,LDE-04,4,Sí,1,No,NA,Beca de transporte,NA,09530,Con pareja,5,"$10,001-$15,000",El propio estudiante,Sí,41,Sí,"Apoyo familiar, Trabajo propio",No,NA,1480,Sí,Ninguno,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20245331,Pacheco,Torres,Guadalupe,al20245331@universidad.edu.mx,guadalupepacheco@gmail.com,3377355070,23/06/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,Sí,Económica,Beca de colegiatura,7.7,NA,Con padres o tutores,5,"$10,001-$15,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,574,Sí,Sí a ambos,Posgrado,Secundaria,No,Sí,Sí,Sí,Sí
AL20212691,Galindo,Coronado,Yolanda,yolanda.galindo@universidad.edu.mx,yolandagalindo@gmail.com,5698200710,17/02/2025,Licenciatura en Contaduría Pública,LCP-03,9,No,NA,Sí,Económica,Beca de transporte,NA,07000,Con padres o tutores,5,"$5,001-$10,000",Madre,Sí,24,No,"Trabajo propio, Apoyo gubernamental",No,NA,1253,Sí,Sí a ambos,Primaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20237374,Acosta,Rosales,Karla Patricia,karla.acosta@universidad.edu.mx,karla.acosta@gmail.com,5619098292,26/06/2025,Licenciatura en Contaduría Pública,LCP-03,6,No,NA,No,NA,Beca de transporte,NA,09810,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,38,No,"Apoyo familiar, Beca de otra institución",No,NA,1529,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
AL20248992,Díaz,Mendoza,Hugo,al20248992@universidad.edu.mx,hugo.diaz@gmail.com,4412945712,22/05/2025,Licenciatura en Contaduría Pública,LCP-03,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,7,No,Apoyo familiar,No,NA,629,Sí,Solo computadora,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
AL20221217,Fuentes,Guerrero,Jesús,al20221217@universidad.edu.mx,jesus.fuentes625@outlook.com,5519275589,22/01/2025,Licenciatura en Contaduría Pública,LCP-03,7,No,NA,No,NA,Beca de transporte,NA,64520,Con padres o tutores,8+,"$10,001-$15,000",El propio estudiante,Sí,32,No,Apoyo gubernamental,No,NA,1424,No,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,No
AL20240961,Galindo,Vázquez,Daniela,daniela.galindo@universidad.edu.mx,daniela.galindo313@gmail.com,5518648549,04/06/2025,Ingeniería en Mecatrónica,IMC-09,5,No,NA,Sí,Laboral,Beca de transporte,NA,09870,Con padres o tutores,3,"$5,001-$10,000",Padre,No,NA,NA,"Apoyo familiar, Apoyo gubernamental",No,NA,1480,Sí,Solo computadora,Licenciatura,Secundaria,No,Sí,No,Sí,Sí
AL20225335,Campos,Mejía,Jessica,jessica.campos@universidad.edu.mx,jessica_campos@gmail.com,8133376442,26/05/2025,Ingeniería en Sistemas Computacionales,ISC-01,7,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"Menos de $5,000",Tutor,Sí,17,Sí,Trabajo propio,Sí,"Beca eclesiástica, $1,000",1241,No,Solo internet,Licenciatura,Secundaria,No,No,Sí,Sí,No
AL20239560,Serrano,Rosales,Hugo,al20239560@universidad.edu.mx,hugo.serrano@hotmail.com,5511878971,11/04/2025,Licenciatura en Derecho,LDE-04,5,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,4,"$10,001-$15,000",Padre,No,NA,NA,Apoyo familiar,No,NA,1033,No,Ninguno,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
AL20246360,Morales,Galindo,Diana,al20246360@universidad.edu.mx,diana144@gmail.com,6187301018,23/05/2025,Ingeniería en Mecatrónica,IMC-09,4,No,NA,Sí,Económica,Beca de colegiatura,7.4,NA,Con padres o tutores,7,"$5,001-$10,000",Padre,Sí,29,No,"Apoyo familiar, Trabajo propio",No,NA,816,No,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
AL20253736,Suárez,Jiménez,María José,al20253736@universidad.edu.mx,maria.suarez@hotmail.com,5527165479,26/01/2025,Licenciatura en Administración de Empresas,LAE-02,3,No,NA,Sí,Económica,Beca de colegiatura,7.7,NA,Con pareja,5,"Menos de $5,000",Madre,No,NA,NA,"Apoyo familiar, Ahorro",Sí,"Beca de empresa donde trabajo, $2,500",0,Sí,Ninguno,Licenciatura,Preparatoria,No,Sí,Sí,No,Sí
AL20243872,García,Serrano,Perla,al20243872@universidad.edu.mx,perla977@gmail.com,9972267037,13/06/2025,Licenciatura en Diseño Gráfico,LDG-08,5,Sí,1,Sí,Económica,Beca de transporte,NA,13530,Con padres o tutores,7,"Menos de $5,000",Otro familiar,No,NA,NA,"Trabajo propio, Ahorro",Sí,"Beca IMJUVE, $1,800",1482,Sí,Sí a ambos,Secundaria,Secundaria,No,Sí,No,Sí,Sí
AL20230341,Barrera,Estrada,Catalina,al20230341@universidad.edu.mx,catalina_barrera@gmail.com,5536854182,12/05/2025,Licenciatura en Enfermería,LEN-10,7,No,NA,Sí,Económica,Beca de colegiatura,8.6,NA,Con padres o tutores,5,"$10,001-$15,000",Padre,No,NA,NA,Apoyo familiar,No,NA,1125,Sí,Sí a ambos,Primaria,Sin estudios,No,No,No,Sí,Sí
AL20236708,Vázquez,Peña,Sergio,sergio.vazquez@universidad.edu.mx,sergio_vazquez@gmail.com,5597595243,16/04/2025,Licenciatura en Derecho,LDE-04,6,No,NA,Sí,Económica,Beca de colegiatura,8.8,NA,Con pareja,5,"$5,001-$10,000",Padre,Sí,26,No,"Apoyo familiar, Trabajo propio",No,NA,153,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
AL20253729,Torres,Álvarez,David,al20253729@universidad.edu.mx,david_torres@gmail.com,5545238628,11/03/2025,Licenciatura en Administración de Empresas,LAE-02,3,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,4,"$15,001-$25,000",Padre,Sí,28,No,"Trabajo propio, Apoyo gubernamental",No,NA,0,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20238050,Torres,Díaz,Nayeli,al20238050@universidad.edu.mx,nayeli193@hotmail.com,3317704582,03/02/2025,Ingeniería Industrial,IIN-06,7,No,NA,Sí,Académica,Beca de colegiatura,8.5,NA,Con padres o tutores,3,"$10,001-$15,000",Padre,Sí,36,Sí,"Apoyo familiar, Trabajo propio, Ahorro",Sí,"Beca eclesiástica, $1,000",727,Sí,Sí a ambos,Sin estudios,Primaria,Sí,Sí,Sí,Sí,Sí
AL20242474,Morales,Fuentes,Dulce,al20242474@universidad.edu.mx,dulce.morales@gmail.com,5684847644,01/03/2025,Licenciatura en Derecho,LDE-04,3,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,7,"$10,001-$15,000",Padre,No,NA,NA,Apoyo familiar,Sí,"Beca sindical, $1,800",878,No,Solo computadora,Secundaria,Preparatoria,Sí,Sí,Sí,No,Sí
AL20231767,Soto,Gómez,Susana,al20231767@universidad.edu.mx,susanasoto@yahoo.com,4440265171,05/04/2025,Licenciatura en Enfermería,LEN-10,7,No,NA,Sí,Académica,Beca de transporte,NA,07020,Con padres o tutores,2,"$10,001-$15,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,1292,Sí,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
AL20243141,Campos,Galindo,Juan Pablo,al20243141@universidad.edu.mx,juan.campos@hotmail.com,9937707386,15/05/2025,Licenciatura en Contaduría Pública,LCP-03,5,No,NA,No,NA,Beca de transporte,NA,64090,Solo/a,3,"$15,001-$25,000",Otro familiar,Sí,18,No,"Apoyo familiar, Trabajo propio",No,NA,1562,No,Sí a ambos,Sin estudios,Secundaria,Sí,Sí,Sí,Sí,Sí
AL20243650,Domínguez,Espinoza,Rosa,rosa.dominguez@universidad.edu.mx,rosa.dominguez689@gmail.com,5579473871,09/01/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,Sí,1,Sí,Otra,Beca de colegiatura,7.4,NA,En residencia estudiantil,2,"$5,001-$10,000",Padre,Sí,19,Sí,Apoyo familiar,No,NA,892,Sí,Ninguno,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
AL20238370,Hernández,Mendoza,Gerardo,al20238370@universidad.edu.mx,gerardo.hernandez@gmail.com,5599288021,13/06/2025,Licenciatura en Contaduría Pública,LCP-03,6,No,NA,No,NA,Beca de transporte,NA,64040,Con pareja,1,"$15,001-$25,000",Otro familiar,No,NA,NA,Apoyo familiar,No,NA,907,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20235753,Valencia,Salazar,David,al20235753@universidad.edu.mx,davval@gmail.com,5539877352,10/02/2025,Licenciatura en Mercadotecnia,LMK-07,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,3,"Menos de $5,000",Beca o apoyo gubernamental,Sí,29,No,Trabajo propio,No,NA,988,Sí,Sí a ambos,Secundaria,Preparatoria,No,Sí,Sí,Sí,Sí
AL20241975,Castro,Ríos,Brenda,al20241975@universidad.edu.mx,brenda_castro@gmail.com,5622061029,02/06/2025,Licenciatura en Administración de Empresas,LAE-02,2,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$10,001-$15,000",El propio estudiante,Sí,39,Sí,"Apoyo familiar, Crédito educativo",No,NA,704,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20234128,Ramos,Téllez,Oscar,oscar.ramos@universidad.edu.mx,oscar.ramos@gmail.com,5572335393,12/05/2025,Licenciatura en Administración de Empresas,LAE-02,8,No,NA,Sí,Económica,Beca de colegiatura,7.5,NA,Con pareja,3,"Menos de $5,000",Padre,No,NA,NA,Apoyo familiar,No,NA,225,Sí,Solo computadora,Sin estudios,Primaria,Sí,No,Sí,Sí,No
AL20242362,Carmona,Pacheco,Cecilia,cecilia.carmona@universidad.edu.mx,ceci56@gmail.com,5553424703,17/01/2025,Ingeniería en Mecatrónica,IMC-09,4,No,NA,Sí,Económica,Beca de transporte,NA,09430,Con padres o tutores,4,"$10,001-$15,000",Tutor,Sí,17,No,"Apoyo familiar, Beca de otra institución",No,NA,1468,Sí,Solo computadora,Preparatoria,Primaria,Sí,Sí,Sí,Sí,No
AL20258318,Sánchez,Estrada,Elena,elena.sanchez@universidad.edu.mx,elenasanchez@gmail.com,5681578708,22/06/2025,Licenciatura en Derecho,LDE-04,1,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,7,"$10,001-$15,000",Madre,Sí,29,Sí,"Apoyo familiar, Trabajo propio",No,NA,1177,No,Solo computadora,Primaria,Secundaria,Sí,Sí,No,Sí,Sí
AL20232929,Campos,Barrera,Adrián,adrian.campos@universidad.edu.mx,campos.ad@gmail.com,4459971156,03/04/2025,Ingeniería en Sistemas Computacionales,ISC-01,4,No,NA,No,NA,Beca de transporte,NA,16100,Con padres o tutores,6,"$10,001-$15,000",Padre,No,NA,NA,Apoyo gubernamental,No,NA,965,No,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
AL20223097,Acosta,Cervantes,Alicia,al20223097@universidad.edu.mx,alicia.acosta@gmail.com,8147055959,01/03/2025,Licenciatura en Mercadotecnia,LMK-07,6,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,No,NA,NA,Apoyo gubernamental,Sí,"Beca Benito Juárez, $2,575",849,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
AL20245139,Rodríguez,Hernández,Alejandra,al20245139@universidad.edu.mx,alejandrarodriguez@gmail.com,9959161491,08/01/2025,Licenciatura en Mercadotecnia,LMK-07,5,No,NA,Sí,Económica,Beca de transporte,NA,55360,Con padres o tutores,5,"Más de $25,000",Padre,No,NA,NA,Apoyo familiar,No,NA,1695,Sí,Sí a ambos,Preparatoria,Primaria,Sí,No,Sí,Sí,No
AL20231058,Palacios,Lara,Juan Carlos,juan.palacios@universidad.edu.mx,juan.palacios502@gmail.com,3340986110,08/04/2025,Licenciatura en Derecho,LDE-04,6,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$5,001-$10,000",Tutor,No,NA,NA,Trabajo propio,No,NA,900,Sí,Sí a ambos,Secundaria,Preparatoria,No,Sí,No,Sí,Sí
