SID,CALLE,COLONIA,MUNICIPIO,ENTIDAD,CP,FECHA_ACT
7703,Eje 5 Sur 455,Tlalpan,Coyoacán,Ciudad de Mexico,11420,2024-12-01
7704,Eje 3 Norte 772,General Anaya,Álvaro Obregón,Ciudad de México,11460,2025-02-17
7705,Calle 16 de Septiembre 528,Industrial Vallejo,Chalco,Estado de México,54330,2025-02-20
7706,Calle Leibniz 522 Int. 10,Buenos Aires,Venustiano Carranza,Ciudad de México,06400,2024-11-26
7707,Calz. de Tlalpan 956,Lomas de Chapultepec,Miguel Hidalgo,Ciudad de México,15330,2024-11-11
7708,Av. Canal de Miramontes 131,Roma Sur,Magdalena Contreras,Ciudad de México,11540,2024-11-07
7709,Av. Reforma 641,Xochimilco,Álvaro Obregón,Ciudad de México,11400,2024-09-24
7710,Periférico Sur 184 Int. 8,San Rafael,Cuajimalpa,Ciudad de México,08200,2025-02-16
7711,Av. Canal de Miramontes 311 Int. 3,Xochimilco,Iztacalco,Ciudad de México,06880,2025-01-17
7712,Eje 1 Norte 323 Int. 13,jardines del pedregal,Iztapalapa,Ciudad de México,09600,2024-08-09
7713,Calle Madero 422,Narvarte,Azcapotzalco,Ciudad de México,09750,2024-06-18
7714,Calle Pitágoras 702,Del Carmen,Chalco,ESTADO DE MÉXICO,54100,2024-06-25
7715,Periférico Sur 790,Pedregal,Cuajimalpa,Ciudad de México,156OO,2024-09-10
7716,Periférico Sur 541,Roma Sur,Milpa Alta,Ciudad de México,09200,2024-07-24
7717,Av. Cuauhtémoc 341,San Lorenzo Tezonco,Toluca,Estado de México,56100,2024-11-15
7718,Eje 7 Sur 608 Int. 20,Culhuacán,Tlalpan,Ciudad de México,11420,2025-02-03
7719,Eje 1 Norte 431,Del Valle,Álvaro Obregón,Ciudad de México,15380,2024-09-09
7720,Calz. de Tlalpan 174 Int. 10,Cuauhtémoc,Azcapotzalco,Ciudad de México,09200,2025-01-22
7721,Calle Isabel la Católica 868,Juárez,Nezahualcóyotl,Estado de México,55399,2024-07-18
7722,Av. Aztecas 327 Int. 11,Morelos,Atizapán de Zaragoza,Estado de México,56286,2024-07-17
7723,Calz. de Tlalpan 795,Escandón,Benito Juárez,Ciudad de México,15510,2024-11-13
7724,Av. Coyoacán 357,Xochimilco,Xochimilco,Ciudad de México,06700,2025-02-25
7725,Eje 7 Sur 782,Tepito,Iztacalco,Ciudad de México,15020,2024-11-17
7726,Calle Correo Mayor 553,Balbuena,Tlalpan,Ciudad de México,09280,2025-02-17
7727,Eje 7 Sur 111,Coyoacán,La Paz,Estado de México,54050,2024-10-09
7728,Eje 8 Sur 904, Anzures,Benito Juárez,Ciudad de México,03100,2024-09-27
7729,Av. Coyoacán 9 Int. 17,Centro,Azcapotzalco,Ciudad de México,08400,2024-09-28
7730,Eje Central 881,San Jerónimo,Naucalpan,Estado de México,56284,2025-02-18
7731,Av. Insurgentes 123,Balbuena,Centro,Guerrero,62777,2024-07-23
7732,Eje 6 Sur 452,San Rafael,Chalco,Estado de México,56330,2024-10-02
7733,Calle Euler 502,Coyoacán,Xochimilco ,Ciudad de México,02060,2025-02-25
7734,Eje 8 Sur 879 Int. 3,Coyoacán,Coyoacán,Ciudad de México,09300,2024-11-03
7735,Eje 1 Norte 512,San Rafael,Toluca,Estado de México,55320,2024-09-15
7736,Av. Universidad 902,Del Valle,Xochimilco,Ciudad de México,12200,2024-08-12
7737,Eje 8 Sur 297,Escandón,Cuauhtémoc,Ciudad de México,09080,2025-01-14
7738,Av. Revolución 811 Int. 7,Pedregal,Tlalnepantla,Estado de México,56293,2025-01-25
7739,Eje 7 Sur 688 Int. 12,Magdalena Contreras,Gustavo A. Madero,Ciudad de México,10100,2024-09-17
7740,Av. Reforma 696,Coapa,Atizapán de Zaragoza,Estado de México,55409,2024-11-14
7741,Av. Hidalgo 422 Int. 8,San Ángel,Xochimilco,Ciudad de México,09870,2024-08-01
7742,Calle Uruguay 961,Ajusco,Huixquilucan,Estado de México,56116,2024-10-14
7743,Av. Tláhuac 964,Tabacalera,Iztapalapa,Ciudad de México,15050,2024-10-14
7744,Periférico Sur 422,Obrera,Coacalco,Estado de México,53320,2024-09-04
7745,Av. División del Norte 498 Int. 10,Xochimilco, Azcapotzalco,Ciudad de México,15700,2025-01-14
7746,Eje 4 Sur 566 Int. 6,Milpa Alta,Tláhuac,Ciudad de México,08000,2024-08-13
7747,Calz. Ignacio Zaragoza 181 Int. 14,Obrera,Zinacantepec,Estado de México,56130,2024-06-27
7748,Calle 5 de Mayo 369,Pantitlán,Xochimilco,Ciudad de México,,2024-11-13
7749,Eje 3 Norte 334 Int. 18,Santa Úrsula,Centro,Zacatecas,89101,2024-08-28
7750,Calle Euler 27,Obrera,Magdalena Contreras,Ciudad de México,09830,2024-09-30
7751,Calle Pitágoras 483,Country Club,Gustavo A. Madero,Ciudad de México,15400,2024-08-14
7752,Calle 5 de Mayo 550 Int. 11,Condesa,Iztapalapa,Ciudad de México,06700,2024-09-06
7753,Calle Pino Suárez 989 Int. 14,Tlalpan,Tlalnepantla,Estado de México,50280,2024-09-24
7754,Calle Isabel la Católica 385,Anzures,Xochimilco,Ciudad de México,07100,2025-02-20
7755,Eje 8 Sur 189,Constitución de 1917,Atizapán de Zaragoza,ESTADO DE MÉXICO,55420,2024-07-26
7756,Calz. de la Viga 740,Churubusco,Venustiano Carranza,Ciudad de México,12100,2024-10-31
7757,Eje 2 Poniente 160 Int. 6,Lindavista,Texcoco,Estado de México,56339,2024-11-02
7758,Calle Uruguay 662,Balbuena,Cuajimalpa,Ciudad de México,15070,2025-01-17
7759,Calle Pitágoras 763 Int. 5,San Lorenzo Tezonco,Ecatepec,Estado de México,55418,2024-06-04
7760,Calle Bolívar 657,Del Carmen,Benito Juárez,Ciudad de México,0952,2024-07-28
7761,Eje 3 Norte 408,Portales,Iztapalapa,Ciudad de México,02040,2024-11-14
7762,Av. Coyoacán 219,Polanco,Ecatepec,Estado de México,54040,2024-08-12
7763,Calle Isabel la Católica 486,Aragón,Tlalnepantla,Estado de México,56357,2024-07-06
7764,Av. División del Norte 224,Balbuena,Tlalpan,Ciudad de México,06030,2024-08-15
7765,Periférico Sur 941 Int. 9,Verónica Anzures,Gustavo A. Madero,Ciudad de México,09050,2024-06-26
7766,Eje 3 Sur 45 Int. 13,Tláhuac,La Paz,Estado de México,55419,2024-06-08
7767,Av. Tlalpan 929 Int. 12,Xochimilco,Centro,Nayarit,59121,2024-11-28
7768,Av. Insurgentes 103,Constitución de 1917,Centro,Baja California,43013,2025-01-17
7769,Av. Insurgentes 35 Int. 3,Lindavista,Centro,Aguascalientes,47790,2025-01-24
7770,Av. Taxqueña 86,Peralvillo,Venustiano Carranza,Ciudad de México,09730,2024-11-13
7771,Calle Leibniz 690 Int. 11,Jardines del Pedregal, Tlalpan,Ciudad de México,12080,2025-01-23
7772,Av. Tláhuac 860,Morelos,Iztapalapa,Ciudad de México,15810,2024-07-29
7773,Av. División del Norte 725 Int. 5,Pantitlán,Benito Juárez,Ciudad de México,03400,2024-07-18
7774,Eje 3 Norte 94,Anzures,Tultitlán,Estado de México,52200,2025-01-16
7775,Eje 2 Norte 799, Narvarte,Azcapotzalco,Ciudad de México,05040,2025-01-03
7776,Eje 1 Poniente 302,Pantitlán,Metepec,Estado de México,53320,2024-08-14
7777,Calle Uruguay 172,Buenos Aires,Milpa Alta,Ciudad de México,15520,2024-11-21
7778,Av. Canal de Miramontes 302,Iztapalapa,Centro,Durango,99024,2024-12-02
7779,Av. Tlalpan 808 Int. 10,Culhuacán,Magdalena Contreras,Ciudad de México,03000,2024-11-29
7780,Eje 1 Poniente 795 Int. 19,Santa Catarina,Texcoco,Estado de México,56290,2024-06-07
7781,Eje 5 Sur 880,Tabacalera,Chimalhuacán,Estado de México,54378,2024-08-24
7782,Av. Canal de Miramontes 377,Constitución de 1917,Azcapotzalco,Ciudad de México,01050,2024-10-02
7783,Calle Tacuba 118,Aragón,Cuautitlán  Izcalli,Estado de México,53225,2024-12-18
7784,Calz. Ignacio Zaragoza 857,Centro,Miguel Hidalgo,Ciudad de México,15000,2024-08-27
7785,Eje 3 Norte 15,Florida,Coyoacán,Ciudad de México,09080,2024-08-11
7786,Calle Moneda 8 Int. 11,Iztapalapa,Azcapotzalco,Ciudad de México,09240,2024-07-11
7787,Calle Madero 385 Int. 16,Buenos Aires,Tlalpan,Ciudad de México,03020,2024-12-22
7788,Av. División del Norte 13,Milpa Alta,Atizapán de Zaragoza,Estado de México,53290,2025-02-08
7789,Calle Uruguay 354,Verónica Anzures,Venustiano Carranza,Ciudad de México,14020,2024-11-18
7790,Calz. de la Viga 207,Buenos Aires,Gustavo A. Madero,CIUDAD DE MÉXICO,11700,2024-09-23
7791,Calz. de la Viga 446,Santa María la Ribera,Miguel Hidalgo,Ciudad de México,11450,2024-06-02
7792,Calle Leibniz 615,Narvarte,Chalco,Estado de México,55200,2025-02-02
7793,Av. Coyoacán 184,Del Carmen,Álvaro Obregón,Ciudad de México,06760,2024-08-19
7794,Calz. de Tlalpan 10,Azcapotzalco ,Tlalnepantla,Estado de México,55350,2024-08-02
7795,Calle Uruguay 207,Doctores,Centro,Hidalgo,37884,2025-01-26
7796,Eje 4 Sur 806 Int. 6,cuauhtémoc,Iztacalco,Ciudad de México,09020,2025-01-29
7797,Calle República de Cuba 404 Int. 19,Condesa,Cuauhtémoc,Ciudad de México,10000,2025-01-02
7798,Av. Revolución 919,Mixcoac,Iztacalco,Ciudad de México,16000,2024-11-27
7799,Av. Taxqueña 627,Jardines del Pedregal,Venustiano Carranza,Ciudad de México,04200,2024-11-24
7800,Av. Reforma 317,Constitución de 1917,Cuauhtémoc,Ciudad de México,02050,2024-07-22
7801,Eje 1 Norte 952,Roma Sur ,Cuauhtémoc,Ciudad de México,10700,2025-03-01
7802,Av. Hidalgo 685 Int. 14,Xochimilco,Tlalpan,CIUDAD DE MÉXICO,03400,2024-12-17
7803,Eje 2 Poniente 959,Agrícola Oriental,Cuautitlán Izcalli,Estado de México,53200,2024-08-19
7804,Calz. Ignacio Zaragoza 637 Int. 6,Tlalpan,Centro,Puebla,20165,2024-10-15
7805,Eje Central 242,Tlalpan,Toluca,Estado de México,53225,2024-07-18
7806,Calle Pino Suárez 346 Int. 19,Condesa,Tláhuac,Ciudad de México,11410,2024-07-01
7807,Eje 6 Sur 70,Narvarte,Miguel Hidalgo,Ciudad de México,16040,2024-09-23
7808,Eje 6 Sur 941,Polanco,Azcapotzalco,Ciudad de México,15870,2024-08-02
7809,Eje 8 Sur 59,Agrícola Oriental ,Ecatepec,Estado de México,54347,2024-09-22
7810,Av. Cuauhtémoc 616,Doctores,Zinacantepec,Estado de México,55108,2025-01-21
7811,Eje Central 401,Xochimilco,Álvaro Obregón,Ciudad de México,08050,2025-01-31
7812,Av. Juárez 489,Magdalena Contreras,Coyoacán,Ciudad de México,03400,2024-08-25
7813,Periférico Norte 349,Tlalpan,Magdalena Contreras,Ciudad de México,06170,2025-01-15
7814,Eje 6 Sur 908,Lomas de Chapultepec ,Naucalpan,Estado de México ,56220,2025-02-09
7815,Calz. de Tlalpan 371,Portales,Miguel Hidalgo,Ciudad de México,09200,2024-06-30
7816,Av. Tláhuac 642 Int. 4,Culhuacán,Gustavo A. Madero,Ciudad de México,09860,2025-02-02
7817,Calle Correo Mayor 495,Churubusco,Benito Juárez,Ciudad de México,16020,2025-02-24
7818,Av. Coyoacán 804 Int. 20,Tláhuac,Xochimilco,Ciudad de México,08040,2024-08-24
7819,Circuito Interior 920 Int. 20,escandón,Miguel Hidalgo,Ciudad de México,14260,2024-09-13
7820,Av. Canal de Miramontes 845,Polanco,Cuajimalpa,Ciudad de México,010000,2025-02-12
7821,Calle 16 de Septiembre 303 Int. 18,Anzures,Coyoacán,Ciudad de México,,2024-12-22
7822,Eje 1 Norte 68 Int. 7,Xochimilco,Coyoacán,Ciudad de México,07200,2024-07-01
7823,Calle Uruguay 838,Condesa,Milpa Alta,Ciudad de México,09060,2024-10-02
7824,Viaducto Miguel Alemán 644,San Lorenzo Tezonco,Ixtapaluca,Estado de México,50180,2024-06-24
7825,Calz. Ignacio Zaragoza 73,Tepito,Gustavo A. Madero,Ciudad de México,14710,2024-10-20
7826,Calz. de la Viga 250 Int. 4,Coyoacán,Xochimilco,Ciudad de México,02070,2024-10-11
7827,Calle Tacuba 625 Int. 6,General Anaya,Magdalena Contreras,Ciudad de México,08050,2024-11-04
7828,Av. Cuauhtémoc 356,Ajusco,Tlalpan,Ciudad de México,09920,2024-10-17
7829,Av. Revolución 651 Int. 14,Morelos,Tláhuac,Ciudad de México,06080,2024-06-07
7830,Eje 3 Norte 498,Del Carmen,Tláhuac,Ciudad de México,15370,2024-11-10
7831,Calz. de Tlalpan 336,Ajusco,Iztacalco,Ciudad de México,10200,2024-08-05
7832,Calle 5 de Mayo 196,Lindavista,Cuajimalpa,Ciudad de México,09210,2024-11-22
7833,Eje 3 Sur 638,San Rafael,Tlalpan,Ciudad de México,11620,2024-06-06
7834,Av. Cuauhtémoc 875 Int. 10,Constitución de 1917,Cuajimalpa,Ciudad de México,15830,2025-01-27
7835,Eje 6 Sur 750 Int. 2,Lindavista,Magdalena Contreras,Ciudad de México,15820,2024-12-25
7836,Eje 1 Norte 320 Int. 11,Peralvillo,Texcoco,Estado de México,54160,2024-08-25
7837,Av. Universidad 821 Int. 16,Coyoacán,Tlalpan,Ciudad de México,06060,2024-11-28
7838,Calle Uruguay 491 Int. 11,Ajusco,Venustiano Carranza,Ciudad de México,09260,2025-01-07
7839,Av. Reforma 120,Tláhuac,Azcapotzalco,Ciudad de México,11600,2025-02-25
7840,Calle Madero 317 Int. 15,Culhuacán,Miguel Hidalgo,Ciudad de México,14610,2024-07-21
7841,Calle 5 de Mayo 366,Aragón,azcapotzalco,Ciudad de México,11610,2024-06-26
7842,Av. Tlalpan 935 Int. 12,Tlalpan,Cuauhtémoc,Ciudad de México,02040,2025-02-08
7843,Eje 1 Norte 956,Verónica Anzures,Gustavo A. Madero,Ciudad de México,01000,2024-11-20
7844,Eje 7 Sur 796,Narvarte,Venustiano Carranza,Ciudad  de  México,15860,2024-10-29
7845,Calz. Ignacio Zaragoza 874, San Jerónimo,Iztapalapa,Ciudad de México,08040,2024-09-25
7846,Eje Central 629,Coapa,Magdalena Contreras,Ciudad de México,06840,2024-06-28
7847,Viaducto Miguel Alemán 174,Escandón,Milpa Alta,Ciudad de México,04310,2025-01-24
7848,Eje 5 Sur 689, Magdalena Contreras,Huixquilucan,Estado de México,55016,2024-07-05
7849,Calle Madero 13 Int. 12,Constitución de 1917,Gustavo A. Madero,Ciudad de México,07040,2024-11-22
7850,Eje 4 Sur 619 Int. 9,Tlalpan,Miguel Hidalgo,Ciudad de México,10700,2024-07-18
7851,Calz. Ignacio Zaragoza 505 Int. 5,Hipódromo,Tlalpan,Ciudad de México,11460,2024-07-06
7852,Calle Euler 616,San Lorenzo Tezonco,Toluca,Estado de México,55390,2024-08-27
7853,Av. Tláhuac 198,Jardines del Pedregal,Álvaro Obregón,Ciudad de México ,08020,2025-01-30
7854,Calle 16 de Septiembre 48 Int. 16,Industrial Vallejo,Azcapotzalco,Ciudad de México,06900,2024-07-23
7855,Calle 16 de Septiembre 641,Doctores,Azcapotzalco,Ciudad de México,02080,2024-11-01
7856,Av. Chapultepec 32 Int. 17,Ajusco,Cuauhtémoc,Ciudad de México,13000,2024-10-09
7857,Periférico Sur 173,Irrigación,Ixtapaluca,Estado de México,56334,2024-11-27
7858,Calle Tacuba 28,Clavería,Ecatepec,Estado de México,52156,2024-08-31
7859,Periférico Norte 684 Int. 18,Cuauhtémoc,Benito Juárez,Ciudad de México,16070,2024-06-16
7860,Av. Chapultepec 69,Moctezuma,Gustavo A. Madero,Ciudad de México,11400,2024-06-19
7861,Calle Tacuba 212,Lindavista,Metepec,Estado de México,53340,2024-12-21
7862,Av. Tlalpan 450,Centro,Álvaro Obregón,Ciudad de México,15820,2024-09-08
7863,Periférico Sur 33 Int. 11,Condesa,Miguel Hidalgo,Ciudad de México,08020,2024-07-18
7864,Eje 1 Norte 93 Int. 11,Clavería,Benito Juárez,Ciudad de México,06070,2024-11-03
7865,Calle 16 de Septiembre 821,Clavería,Toluca,Estado de México,55248,2024-11-12
7866,Calle Tacuba 524 Int. 3,Roma Norte,Cuajimalpa,Ciudad de México,09050,2025-01-11
7867,Eje 3 Sur 757,Santa Catarina,Xochimilco,Ciudad de México,11450,2024-08-26
7868,Eje 8 Sur 58,Magdalena Contreras,Cuautitlán Izcalli,Estado  de  México,55420,2024-08-13
7869,Av. Revolución 869,Santa María la Ribera,Toluca,Estado de México,50010,2024-06-05
7870,Av. Canal de Miramontes 943,Industrial Vallejo,NEZAHUALCÓYOTL,Estado de México,54130,2025-01-04
7871,Av. Revolución 469 Int. 3,Tacubaya,Milpa Alta,Ciudad de México,14735,2024-08-31
7872,Periférico Sur 136,Santa María la Ribera,Nezahualcóyotl,Estado de México,53370,2024-08-31
7873,Eje 2 Norte 870,Tlacopac,Huixquilucan,Estado de México,56247,2024-08-22
7874,Calle 5 de Mayo 800,General Anaya,Iztapalapa,Ciudad de México,06170,2024-07-31
7875,Av. Coyoacán 820,Irrigación,Miguel Hidalgo,Ciudad de México,09040,2024-11-12
7876,Av. Juárez 504 Int. 16,Cuauhtémoc,Tláhuac,Ciudad de México,06010,2024-06-04
7877,Av. Universidad 126,Mixcoac,Tlalpan,Ciudad de México,06400,2024-12-27
7878,Eje 1 Norte 878,Cuauhtémoc,Álvaro Obregón,Ciudad de México,07000,2024-11-14
7879,Calle Leibniz 254,Tacubaya,Miguel Hidalgo,Ciudad de México,08010,2024-12-20
7880,Calle Uruguay 417 Int. 12,Florida,Cuauhtémoc,Ciudad de México,05030,2024-06-14
7881,Av. Taxqueña 603 Int. 11,Peralvillo,Xochimilco,Ciudad de México,09010,2025-01-27
7882,Calle Tacuba 684,Narvarte,Magdalena Contreras,Ciudad de México,09610,2024-07-15
7883,Eje 3 Sur 892,Azcapotzalco,Chimalhuacán,Estado de México,55140,2024-09-18
7884,Eje 3 Sur 88 Int. 13,Agrícola Oriental,Tláhuac,Ciudad de México,06100,2025-01-07
7885,Viaducto Miguel Alemán 557,Balbuena,Xochimilco,Ciudad de México,15430,2025-02-12
7886,Eje 1 Norte 796 Int. 2,Hipódromo,Chimalhuacán,Estado de México,50310,2024-08-28
7887,Av. Juárez 54,Constitución de 1917,Tláhuac,Ciudad de México,02020,2024-11-16
7888,Av. Insurgentes 922 Int. 3,Portales,Coyoacán,Ciudad de México,14270,2025-01-18
7889,Eje 1 Poniente 999 Int. 11,Escandón,Xochimilco,Ciudad de México,007010,2024-07-26
7890,Eje 2 Poniente 480 Int. 9,Portales,Tlahuac,Ciudad de México,,2024-07-04
7891,Av. Aztecas 260,Morelos,Azcapotzalco,Ciudad de México,15100,2025-02-09
7892,Eje 8 Sur 125 Int. 18,Agrícola Oriental,Xochimilco,Ciudad de México,16070,2024-10-17
7893,Eje 3 Norte 343,General Anaya,Álvaro Obregón,Ciudad de México,08050,2025-02-02
7894,Viaducto Miguel Alemán 619,Juárez,Tláhuac,Ciudad de México,15870,2024-06-01
7895,Calle Isabel la Católica 766 Int. 13,Lindavista,Metepec,Estado de México,55056,2024-08-27
7896,Calle 5 de Mayo 242 Int. 12,Pantitlán,Coyoacán,Ciudad de México,15360,2025-01-24
7897,Calle 5 de Mayo 921,Agrícola Oriental,Cuajimalpa,Ciudad de México,05050,2024-07-14
7898,Eje 2 Poniente 223 Int. 6,Pedregal,Nezahualcóyotl,Estado de México,52172,2025-02-06
7899,Eje 6 Sur 156,Tlacopac,Chalco,Estado de México,50350,2025-02-24
7900,Calle Euler 336,Agrícola Oriental,Iztacalco,Ciudad de México,05050,2025-01-08
7901,Av. Juárez 977 Int. 12,Narvarte,Milpa Alta,Ciudad de México,06700,2024-11-28
7902,Av. Reforma 789,San Jerónimo,Tlalpan,Ciudad de México,11470,2024-06-05
7903,Eje 8 Sur 522,Doctores,Miguel Hidalgo,Ciudad de México,11480,2024-09-02
7904,Av. Universidad 374 Int. 7,Tláhuac,Gustavo A. Madero,Ciudad de México,16020,2024-09-07
7905,Eje 2 Norte 920,Juárez,Gustavo A. Madero,Ciudad de México,02010,2024-08-27
7906,Eje 6 Sur 322,Magdalena Contreras,Cuauhtémoc,Ciudad de México,14060,2024-06-30
7907,Eje 1 Norte 337,General Anaya,Toluca,Estado de México,50260,2024-12-21
7908,Calle Bolívar 879,Iztapalapa,Iztapalapa,Ciudad de México,10500,2024-10-30
7909,Calle Moneda 237,Tlacopac,Benito Juárez,Ciudad de México,13400,2025-02-08
7910,Eje 3 Sur 856,Escandón,Centro,Coahuila,91209,2024-10-23
7911,Calz. de la Viga 822 Int. 6,Mixcoac,Benito Juárez,Ciudad de México,08900,2024-11-01
7912,Av. Tlalpan 215 Int. 8,Obrera,Tláhuac,Ciudad de México,09080,2024-08-04
7913,Eje 8 Sur 514,Tabacalera,iztacalco,Ciudad de México,10100,2024-07-19
7914,Av. Tlalpan 956,Roma Sur,Milpa Alta,Ciudad de México,11610,2024-07-19
7915,Av. Hidalgo 600,Santa Catarina,Milpa Alta,Ciudad de México,15330,2024-11-02
7916,Calle Isabel la Católica 427 Int. 5,Irrigación,Cuajimalpa,Ciudad de México,02050,2024-11-29
7917,Calle Uruguay 201,San Rafael,Tlalpan,Ciudad de México,06860,2024-12-08
7918,Calle Leibniz 288,Xochimilco,Benito Juárez,Ciudad de México,14250,2025-02-21
7919,Calle Donceles 744 Int. 4,San Lorenzo Tezonco,Xochimilco,Ciudad de México,06010,2024-07-25
7920,Av. División del Norte 946,Agrícola Oriental,Miguel Hidalgo,Ciudad de México,11040,2024-07-24
7921,Calle Uruguay 955 Int. 2,Mixcoac,Venustiano Carranza,Ciudad de México,13020,2024-08-24
7922,Av. Taxqueña 703,Coyoacán,IZTAPALAPA, Ciudad de México,03100,2025-02-05
7923,Av. Coyoacán 653 Int. 20,Churubusco,Xochimilco,Ciudad de México,13250,2024-12-22
7924,Eje 5 Sur 80 Int. 19,Portales,Toluca,Estado de México,52156,2024-10-01
7925,Calz. Ermita Iztapalapa 83,Agrícola Oriental,La Paz ,Estado de México,55348,2024-07-07
7926,Calle Moneda 472,San Lorenzo Tezonco,Benito Juárez,CIUDAD DE MÉXICO,15880,2024-08-16
7927,Av. Universidad 508,Tepito,Coyoacán,Ciudad de México,03200,2024-11-02
7928,Eje 2 Poniente 96,Tacubaya,Coyoacán,Ciudad de México,11610,2025-02-15
7929,Av. Taxqueña 353,Moctezuma,Benito Juárez,Ciudad de México,14380,2024-07-31
7930,Eje 7 Sur 187 Int. 5,Hipódromo,Centro,Nuevo León,82534,2025-01-15
7931,Av. Coyoacán 923 Int. 3,San Jerónimo,Chimalhuacán,Estado de México,52250,2024-07-17
7932,Av. Taxqueña 302,Doctores,Benito Juárez,Ciudad de México,11300,2024-09-27
7933,Av. Hidalgo 973,Moctezuma,Coyoacán,Ciudad de México,13010,2025-01-13
7934,Av. Chapultepec 125,Santa Úrsula,Miguel Hidalgo,Ciudad de México,15890,2024-07-16
7935,Av. Coyoacán 249 Int. 8,Irrigación,Tláhuac,Ciudad de México,14340,2025-02-02
7936,Calle Bolívar 193,Narvarte,Cuajimalpa,Ciudad de México,06170,2024-10-10
7937,Periférico Norte 963,Del  Carmen,Texcoco,Estado de México,56305,2024-08-03
7938,Av. Revolución 645,Centro,Gustavo A. Madero,Ciudad de México,09780,2024-09-13
7939,Calle Madero 8 Int. 18,Florida,Tláhuac,Ciudad de México,14610,2024-07-21
7940,Calz. de la Viga 932,Tlacopac,Ixtapaluca,Estado de México,55059,2025-01-21
7941,Calle Pitágoras 2 Int. 17,escandón,Xochimilco,Ciudad de México,06800,2024-06-26
7942,Calle Pino Suárez 728 Int. 17,Centro,Cuauhtémoc,Ciudad de México,01000,2024-06-15
7943,Eje 2 Norte 839 Int. 18,Milpa Alta,Centro,Veracruz,97405,2024-06-09
